age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
17,5,36218,1,7,4,4,3,4,1,0,0,20,38,<=50K
44,3,169980,1,7,2,7,0,2,1,0,0,60,38,<=50K
21,3,200153,11,9,4,7,3,4,0,0,0,32,38,<=50K
24,3,59146,11,9,5,11,4,4,0,0,0,48,38,<=50K
40,3,353142,15,10,0,6,4,2,0,0,0,40,38,<=50K
23,3,213811,9,13,4,3,3,4,0,0,0,40,38,<=50K
25,3,292058,11,9,4,7,2,4,1,0,0,30,38,<=50K
52,3,311931,4,3,2,11,5,4,0,0,0,15,7,<=50K
17,3,56536,1,7,4,11,3,4,0,1055,0,18,18,<=50K
33,3,185480,9,13,4,9,1,4,0,0,0,45,38,<=50K
38,3,122952,11,9,5,2,4,4,0,0,0,35,38,<=50K
45,1,257855,1,7,2,7,0,2,1,0,0,50,38,<=50K
39,5,194668,11,9,2,3,0,4,1,0,0,16,38,<=50K
17,3,285169,1,7,4,8,3,4,0,0,0,40,38,<=50K
45,3,184581,11,9,2,6,0,4,1,0,0,40,38,<=50K
36,1,241962,9,13,2,0,0,4,1,0,0,40,38,<=50K
19,3,60688,15,10,4,9,3,4,1,0,0,35,38,<=50K
25,3,239120,9,13,4,9,1,4,1,0,0,13,38,<=50K
51,3,35576,11,9,0,2,1,4,1,0,0,38,38,<=50K
50,3,162632,11,9,2,3,0,4,1,0,0,45,38,<=50K
36,1,110791,7,12,5,0,4,4,0,0,0,40,38,<=50K
19,3,517036,11,9,0,2,1,4,0,0,0,40,7,<=50K
38,3,65466,9,13,4,0,1,4,0,0,0,50,38,<=50K
27,1,133495,11,9,4,9,3,4,1,0,0,40,38,<=50K
60,3,210064,11,9,0,10,1,4,1,0,0,40,38,<=50K
53,3,394474,7,12,4,0,4,2,0,0,0,40,38,<=50K
43,6,78765,15,10,0,3,4,4,1,0,0,40,38,<=50K
24,3,291355,15,10,0,0,1,4,0,0,0,60,38,<=50K
55,3,35551,11,9,0,2,1,4,1,0,0,40,38,<=50K
25,3,188488,11,9,4,6,2,4,1,0,0,40,38,<=50K
38,3,331395,5,4,2,4,0,4,1,3942,0,84,31,<=50K
18,3,179484,2,8,4,9,3,3,1,0,0,40,38,<=50K
61,3,203126,9,13,0,8,1,4,0,0,0,12,38,<=50K
27,3,302406,12,14,2,9,0,4,1,0,0,55,38,<=50K
46,5,176863,11,9,2,3,0,4,1,0,0,40,38,<=50K
55,0,169133,9,13,0,9,4,4,1,0,0,40,38,<=50K
34,5,288486,1,7,2,2,0,4,1,0,0,40,38,<=50K
34,5,203488,11,9,2,2,0,4,1,0,0,60,38,<=50K
19,7,43887,11,9,4,4,3,4,1,0,0,10,38,<=50K
48,3,199735,9,13,0,8,1,4,0,0,0,44,10,<=50K
28,3,392487,11,9,2,11,5,4,0,0,0,40,38,<=50K
35,3,220585,2,8,2,13,0,4,1,0,0,40,38,<=50K
50,3,108933,6,5,2,2,0,4,1,2885,0,40,38,<=50K
17,3,239346,0,6,4,7,3,4,1,0,0,18,38,<=50K
47,3,161311,11,9,0,6,4,4,0,0,0,30,38,<=50K
60,1,149281,11,9,2,10,0,4,1,0,0,40,38,<=50K
32,1,217296,11,9,2,13,5,4,0,4064,0,22,38,<=50K
32,3,36302,15,10,2,0,0,4,1,0,0,50,38,<=50K
52,6,216342,9,13,6,3,4,4,0,0,0,55,38,<=50K
24,3,142227,9,13,4,0,1,4,0,0,0,30,38,<=50K
63,3,133166,10,16,2,9,0,4,1,0,0,12,38,<=50K
46,4,112320,9,13,0,3,1,4,0,0,0,50,38,<=50K
20,6,37482,15,10,4,0,3,4,0,0,0,40,38,<=50K
37,0,48779,9,13,2,9,0,4,1,0,0,40,38,<=50K
37,3,102541,8,11,2,9,5,0,0,0,0,40,38,<=50K
21,3,187088,15,10,4,0,3,3,0,0,0,20,4,<=50K
23,3,265356,9,13,4,3,4,4,1,0,0,40,38,<=50K
30,3,182177,11,9,4,7,1,4,1,0,0,40,20,<=50K
64,3,257790,11,9,0,9,4,4,0,0,0,38,38,<=50K
52,5,189216,11,9,0,13,1,4,1,0,0,65,38,<=50K
26,3,34402,9,13,4,0,1,4,1,0,0,45,38,<=50K
46,1,441542,9,13,2,13,0,2,1,0,0,40,38,<=50K
54,1,186884,15,10,2,13,0,2,1,0,0,30,38,<=50K
42,3,223934,7,12,0,3,4,4,0,0,0,40,38,<=50K
19,3,35245,11,9,4,13,3,4,1,0,0,40,38,<=50K
63,3,131519,11,9,0,3,1,4,0,0,0,40,38,<=50K
27,3,55390,15,10,4,4,3,4,1,0,0,45,38,<=50K
31,3,69056,11,9,0,7,3,4,0,0,0,15,38,<=50K
36,3,150057,15,10,2,3,0,4,1,0,0,65,38,<=50K
36,1,282602,8,11,5,0,3,2,0,0,0,40,38,<=50K
74,3,204840,4,3,2,9,0,4,1,0,0,56,25,<=50K
49,3,124604,11,9,0,0,1,4,1,0,0,32,38,<=50K
21,3,77665,15,10,4,9,3,4,1,0,0,35,38,<=50K
35,3,337286,12,14,4,3,1,1,1,0,0,40,38,<=50K
52,3,123780,11,9,2,0,5,4,0,0,0,38,38,<=50K
23,3,218445,4,3,4,8,4,4,0,0,0,12,25,<=50K
82,3,52921,15,10,6,9,1,0,1,0,0,3,38,<=50K
32,3,130304,11,9,2,9,0,4,1,0,1485,48,38,<=50K
27,3,29523,0,6,2,5,0,4,1,0,0,40,38,<=50K
23,3,175183,15,10,4,0,1,4,0,0,0,40,38,<=50K
28,3,251905,9,13,2,9,0,4,1,0,0,50,38,<=50K
56,0,255386,15,10,2,0,0,1,1,0,0,40,24,<=50K
24,3,333505,11,9,3,13,3,4,1,0,0,40,28,<=50K
32,3,242150,11,9,4,0,3,4,1,0,0,38,38,<=50K
44,3,228057,5,4,2,6,5,4,0,0,0,40,5,<=50K
27,3,38353,8,11,2,11,0,4,1,0,0,60,38,<=50K
34,3,346034,9,13,4,7,1,4,1,0,0,40,7,<=50K
20,3,86143,15,10,4,7,2,1,1,0,0,30,38,<=50K
38,3,212245,15,10,2,2,0,4,1,0,0,40,38,<=50K
23,3,216867,15,10,4,2,3,4,1,0,0,37,25,<=50K
37,3,246677,11,9,5,9,4,4,0,0,0,38,38,<=50K
19,3,39756,15,10,4,7,3,4,0,0,0,15,38,<=50K
61,3,154600,11,9,2,7,5,4,0,0,0,4,38,<=50K
42,5,222978,10,16,4,9,1,4,0,0,0,45,38,<=50K
28,3,183175,15,10,0,0,1,4,0,0,0,40,38,<=50K
25,3,483822,11,9,4,7,3,4,1,0,0,40,7,<=50K
23,3,129767,15,10,4,0,1,4,0,0,1721,40,38,<=50K
29,3,261375,11,9,4,0,3,2,0,0,0,60,38,<=50K
25,3,35829,15,10,0,9,4,4,0,0,0,50,38,<=50K
32,3,295282,11,9,2,2,0,4,1,0,0,48,38,<=50K
45,6,90803,15,10,2,0,0,4,1,0,0,40,38,<=50K
39,3,34028,9,13,0,3,4,4,0,0,0,48,38,<=50K
33,3,75167,11,9,2,13,0,4,1,0,0,55,38,<=50K
22,3,203894,15,10,4,11,3,4,0,0,0,15,38,<=50K
34,3,178951,11,9,2,11,0,4,1,0,0,45,38,<=50K
58,1,223214,11,9,2,7,0,4,1,0,0,40,38,<=50K
45,3,165232,15,10,0,12,1,2,0,0,0,40,37,<=50K
33,3,143653,11,9,2,2,0,4,1,0,0,30,38,<=50K
19,5,73514,11,9,4,0,3,1,0,0,0,30,38,<=50K
43,5,225165,1,7,2,2,0,4,1,0,0,55,38,<=50K
35,3,342824,11,9,4,12,1,4,0,1151,0,40,38,<=50K
41,3,163174,11,9,4,0,1,4,0,0,0,40,38,<=50K
26,3,109419,8,11,4,0,1,4,0,0,0,45,38,<=50K
21,3,33616,15,10,4,0,3,4,0,0,0,25,38,<=50K
59,3,147989,11,9,6,9,1,4,0,0,0,35,38,<=50K
37,1,247750,8,11,2,10,0,2,1,0,0,40,38,<=50K
30,3,147430,11,9,3,0,1,4,0,0,0,40,38,<=50K
28,5,39388,8,11,2,4,0,4,1,0,0,60,38,<=50K
33,3,69311,11,9,4,5,1,4,1,0,0,40,38,<=50K
51,3,168660,1,7,2,5,0,4,1,0,0,40,38,<=50K
40,3,244172,11,9,2,5,0,4,1,0,0,40,38,<=50K
36,3,191161,11,9,4,11,1,4,1,0,0,50,38,<=50K
35,5,308874,11,9,4,2,1,2,1,0,0,40,38,<=50K
41,1,133692,9,13,0,10,4,4,0,0,0,40,38,<=50K
25,3,188767,11,9,4,2,3,4,1,0,0,40,38,<=50K
38,3,39606,9,13,2,3,5,4,0,0,0,40,38,<=50K
46,3,35136,0,6,0,0,3,2,1,0,0,40,38,<=50K
33,3,145434,1,7,4,2,3,4,1,0,0,40,38,<=50K
33,3,111985,15,10,2,2,0,4,1,0,0,58,38,<=50K
24,3,73514,15,10,4,11,1,1,0,0,0,50,29,<=50K
33,3,164748,9,13,2,13,0,4,1,0,0,40,38,<=50K
26,3,58098,15,10,4,0,1,4,0,0,1974,40,38,<=50K
32,3,398988,9,13,4,3,1,4,1,0,0,40,38,<=50K
48,5,115971,11,9,2,11,0,4,1,0,0,50,38,<=50K
72,3,56559,11,9,2,11,0,4,1,0,0,12,38,<=50K
35,3,148581,11,9,2,2,0,4,1,0,1740,40,38,<=50K
25,3,252752,11,9,4,7,4,4,0,0,0,40,38,<=50K
18,3,214617,15,10,4,11,3,4,1,0,0,16,38,<=50K
22,1,34029,9,13,4,9,3,4,0,0,0,20,38,<=50K
29,3,267034,1,7,4,2,3,2,1,0,0,40,13,<=50K
59,3,216851,11,9,4,6,1,4,1,0,0,40,38,<=50K
31,1,226494,9,13,4,9,1,4,1,0,0,45,38,<=50K
45,3,273194,11,9,2,6,0,2,1,3137,0,35,38,<=50K
57,3,182677,9,13,2,3,0,1,1,4508,0,40,34,<=50K
39,5,147850,11,9,2,13,0,4,1,0,0,30,38,<=50K
67,3,200862,0,6,4,9,1,2,0,0,0,35,38,<=50K
20,3,37932,11,9,4,9,1,4,1,0,0,40,38,<=50K
27,3,177057,11,9,4,6,1,4,1,0,0,40,38,<=50K
23,5,409230,3,2,2,11,2,4,1,0,0,40,38,<=50K
39,6,114055,9,13,4,3,1,4,0,0,0,40,38,<=50K
18,5,60981,1,7,4,7,3,4,0,0,0,4,38,<=50K
25,3,118088,11,9,4,2,4,4,1,0,0,40,38,<=50K
24,6,506329,15,10,4,0,3,1,1,0,0,40,38,<=50K
53,3,147476,11,9,0,3,1,2,0,0,0,40,38,<=50K
47,3,76612,11,9,2,9,0,4,1,0,0,50,38,<=50K
32,3,123964,15,10,2,11,0,4,1,4386,0,50,38,<=50K
43,3,245487,11,9,2,2,0,3,1,0,0,40,25,<=50K
42,5,343609,15,10,5,7,4,2,0,0,0,50,38,<=50K
47,1,154033,15,10,0,9,1,4,0,0,1876,40,38,<=50K
28,3,65389,11,9,4,7,1,0,1,0,0,30,38,<=50K
50,0,222020,11,9,2,0,0,4,1,0,0,48,38,<=50K
51,3,210736,11,9,3,2,1,4,1,0,0,40,38,<=50K
68,3,208478,12,14,2,9,0,4,1,0,0,18,38,<=50K
28,3,96226,11,9,2,2,0,4,1,0,0,45,38,<=50K
22,3,29444,2,8,4,4,1,0,1,0,0,50,38,<=50K
33,3,113364,11,9,4,11,1,4,1,0,0,45,38,<=50K
27,3,176683,8,11,2,7,0,4,1,0,0,60,38,<=50K
50,3,150941,11,9,0,6,4,2,0,0,0,44,38,<=50K
45,6,102308,15,10,2,3,0,4,1,0,0,40,38,<=50K
38,1,107513,11,9,2,13,0,4,1,0,0,40,38,<=50K
22,3,180060,11,9,4,3,1,4,1,0,0,40,40,<=50K
19,3,278870,15,10,4,5,3,4,1,0,0,16,38,<=50K
32,3,107793,11,9,0,7,3,4,1,2174,0,40,38,<=50K
25,3,294400,5,4,2,2,0,4,1,0,0,60,38,<=50K
25,3,356017,1,7,4,7,1,4,1,0,0,99,38,<=50K
64,3,379062,15,10,6,0,4,4,0,0,0,12,38,<=50K
39,3,89508,9,13,2,11,0,4,1,0,0,40,38,<=50K
17,3,634226,0,6,4,9,3,4,0,0,0,17,38,<=50K
45,3,112305,15,10,0,7,4,2,0,0,0,40,38,<=50K
42,3,234277,11,9,3,9,1,4,1,0,0,35,38,<=50K
57,3,250201,11,9,6,13,4,4,1,0,0,50,38,<=50K
27,1,105830,9,13,4,9,1,4,0,0,0,60,38,<=50K
43,5,343061,5,4,2,4,0,4,1,4508,0,40,4,<=50K
50,3,358740,11,9,0,0,4,4,0,0,0,40,8,<=50K
63,3,45912,11,9,6,7,2,4,0,0,0,40,38,<=50K
27,3,310850,11,9,2,13,0,4,1,0,0,50,38,<=50K
20,6,214542,15,10,4,9,3,4,1,0,0,40,38,<=50K
43,3,498079,9,13,0,3,4,4,0,0,0,40,38,<=50K
30,3,61272,6,5,2,6,5,4,0,0,0,40,31,<=50K
25,3,29020,7,12,0,0,1,2,0,0,0,45,38,<=50K
53,3,213378,11,9,5,11,1,4,0,0,0,33,38,<=50K
32,3,73621,15,10,0,3,4,4,0,0,0,42,38,<=50K
30,3,85708,11,9,2,0,0,4,1,0,0,40,38,<=50K
21,3,236696,15,10,4,7,1,4,1,0,0,57,38,<=50K
29,3,183061,11,9,2,2,0,0,1,0,0,48,38,<=50K
19,3,272800,2,8,4,0,3,4,0,0,0,25,38,<=50K
39,3,257942,11,9,4,3,1,4,1,0,0,40,38,<=50K
54,1,113000,15,10,2,4,0,4,1,0,0,40,38,<=50K
32,3,184207,11,9,0,2,1,4,1,0,0,40,38,<=50K
60,3,291904,0,6,0,7,1,2,0,0,0,40,38,<=50K
35,3,335704,7,12,2,11,0,4,1,0,0,60,38,<=50K
47,6,72333,11,9,0,0,4,1,0,0,0,40,38,<=50K
37,3,154571,15,10,2,2,0,1,1,0,0,40,38,<=50K
21,3,188923,15,10,4,11,3,4,0,0,0,55,38,<=50K
28,3,251905,14,15,4,9,1,4,1,0,2339,40,1,<=50K
39,3,315565,11,9,2,13,0,2,1,0,0,40,4,<=50K
41,1,67671,12,14,2,9,0,4,1,0,0,50,38,<=50K
46,3,145290,15,10,2,2,0,4,1,0,0,40,38,<=50K
43,4,247981,11,9,0,2,4,4,1,5455,0,50,38,<=50K
57,3,176079,12,14,0,9,1,4,0,0,0,40,38,<=50K
17,3,132636,1,7,4,11,3,4,0,0,0,15,38,<=50K
34,3,346275,1,7,0,5,1,4,1,0,0,43,38,<=50K
40,3,141537,0,6,0,6,1,2,0,0,0,40,38,<=50K
29,6,301582,15,10,2,10,0,4,1,0,0,40,38,<=50K
36,3,219814,6,5,2,2,0,4,1,0,0,35,12,<=50K
34,4,242984,9,13,4,3,1,4,1,0,0,50,38,<=50K
21,3,77759,15,10,4,11,3,4,0,0,0,15,38,<=50K
46,3,207677,11,9,0,2,1,4,1,0,0,30,38,<=50K
51,4,195638,15,10,5,11,1,4,0,0,0,40,38,<=50K
30,3,186420,9,13,4,12,1,4,0,0,0,35,38,<=50K
38,3,172755,11,9,4,9,1,4,1,0,0,40,38,<=50K
29,3,99369,9,13,4,9,1,3,0,0,0,50,38,<=50K
25,3,195914,15,10,4,11,3,2,0,3418,0,30,38,<=50K
31,3,39054,11,9,2,2,0,4,1,0,0,20,38,<=50K
35,3,331395,15,10,4,3,1,4,1,0,0,50,38,<=50K
33,3,148261,15,10,2,2,0,4,1,0,0,40,38,<=50K
18,3,165532,15,10,4,11,3,4,1,0,0,15,38,<=50K
21,3,170302,11,9,4,4,2,4,1,0,0,50,38,<=50K
49,5,48495,11,9,2,3,0,4,1,0,0,45,38,<=50K
22,3,60331,15,10,2,7,0,4,1,0,0,35,38,<=50K
25,3,164488,9,13,4,12,1,4,1,0,0,40,38,<=50K
27,3,106758,11,9,0,0,4,4,0,0,0,45,38,<=50K
19,3,117595,11,9,4,7,3,4,1,0,0,24,38,<=50K
45,1,206459,12,14,2,0,0,4,1,0,0,35,38,<=50K
28,3,403671,11,9,4,7,2,4,1,0,0,40,25,<=50K
39,4,186934,9,13,3,11,1,4,1,0,0,40,38,<=50K
29,3,32897,11,9,0,7,1,4,0,0,0,25,38,<=50K
24,3,418405,11,9,2,2,0,4,1,0,0,40,38,<=50K
34,3,80933,11,9,2,2,0,4,1,0,1672,40,38,<=50K
23,3,35448,15,10,4,7,4,4,0,0,0,25,38,<=50K
18,3,194561,15,10,4,7,3,4,1,0,0,12,38,<=50K
36,3,155537,11,9,2,2,0,4,1,0,0,40,38,<=50K
35,3,301862,11,9,4,2,4,4,1,0,0,50,38,<=50K
64,3,75577,5,4,2,0,0,4,1,2580,0,50,38,<=50K
60,4,142494,0,6,2,2,0,4,1,0,0,40,38,<=50K
29,3,535978,15,10,2,2,0,4,1,0,0,45,38,<=50K
50,3,165001,9,13,2,2,0,4,1,0,0,50,38,<=50K
51,3,202752,11,9,4,2,1,2,1,0,0,40,38,<=50K
21,3,322674,15,10,4,7,1,4,1,0,0,32,38,<=50K
34,6,180871,9,13,2,0,0,4,1,0,0,55,38,<=50K
61,5,220342,5,4,2,13,0,4,1,0,0,30,38,<=50K
69,1,197288,11,9,2,3,0,4,1,0,0,35,38,<=50K
19,3,175507,11,9,4,7,1,4,0,0,0,30,38,<=50K
50,3,271160,15,10,0,11,1,4,0,0,0,40,38,<=50K
29,5,229842,11,9,4,13,4,2,1,0,0,45,38,<=50K
40,3,162098,11,9,0,0,4,4,0,0,0,30,38,<=50K
23,3,233472,9,13,4,3,1,4,1,0,0,40,38,<=50K
58,3,141807,4,3,2,6,0,4,1,0,0,40,21,<=50K
31,3,158545,11,9,2,0,5,4,0,0,0,27,38,<=50K
33,1,100734,11,9,0,12,1,4,0,0,0,55,38,<=50K
64,3,200017,11,9,6,9,1,4,0,0,0,20,38,<=50K
47,3,170850,11,9,2,5,0,4,1,4064,0,60,38,<=50K
40,3,252392,4,3,2,7,0,4,1,0,0,40,25,<=50K
21,3,188073,11,9,4,6,3,2,0,0,0,40,38,<=50K
39,3,421633,15,10,0,10,4,2,0,0,0,30,38,<=50K
24,3,450695,7,12,4,11,1,4,1,0,0,35,38,<=50K
54,3,95329,15,10,0,9,3,4,1,0,0,50,38,<=50K
26,3,357933,15,10,4,0,3,4,0,0,0,15,38,<=50K
25,3,109609,15,10,4,7,1,4,1,0,0,25,38,<=50K
28,3,27044,7,12,0,3,1,4,0,0,0,43,38,<=50K
26,3,282304,15,10,4,11,1,4,1,0,0,45,38,<=50K
25,3,101812,8,11,2,11,0,4,1,0,0,41,38,<=50K
22,3,291407,2,8,4,9,3,2,1,0,0,40,38,<=50K
24,6,155775,11,9,2,12,0,4,1,0,0,40,38,<=50K
47,3,207140,11,9,0,0,1,4,0,0,0,38,38,<=50K
40,3,406811,11,9,5,3,4,4,0,0,0,40,1,<=50K
34,3,204991,15,10,0,3,3,4,1,0,0,44,38,<=50K
69,3,337720,11,9,2,9,0,4,1,0,0,24,38,<=50K
29,3,274010,15,10,4,9,1,4,1,0,0,45,38,<=50K
65,3,23580,9,13,0,0,1,4,0,0,0,40,38,<=50K
36,3,111387,0,6,0,11,3,4,1,0,0,40,38,<=50K
22,3,210474,11,9,4,7,1,4,0,0,0,40,38,<=50K
20,3,293726,15,10,4,2,1,4,1,0,0,40,38,<=50K
62,3,65868,11,9,6,11,1,4,0,0,0,43,38,<=50K
53,5,257126,2,8,2,2,0,4,1,0,0,45,38,<=50K
42,3,112607,11,9,2,2,0,4,1,0,0,50,38,<=50K
57,1,132717,9,13,2,3,0,4,1,0,0,45,38,<=50K
26,3,53833,11,9,4,7,4,4,1,0,0,40,38,<=50K
50,0,183611,15,10,4,0,1,4,1,0,0,40,38,<=50K
59,3,99248,15,10,0,7,1,4,1,0,0,40,38,<=50K
18,3,300379,2,8,4,0,3,4,1,0,0,12,38,<=50K
22,3,193090,11,9,4,11,1,4,0,0,0,37,38,<=50K
33,3,319854,9,13,5,9,1,4,1,4650,0,35,38,<=50K
53,3,29557,15,10,0,9,1,4,0,0,0,40,38,<=50K
46,3,187715,15,10,2,11,0,4,1,0,0,50,38,<=50K
30,3,37646,15,10,2,5,0,4,1,0,0,40,38,<=50K
56,3,158752,12,14,2,3,5,4,0,0,0,50,38,<=50K
30,3,143526,9,13,4,11,3,4,1,0,0,40,38,<=50K
25,3,304032,11,9,4,0,3,4,1,0,0,36,38,<=50K
27,3,215955,15,10,2,0,0,4,1,2829,0,40,38,<=50K
35,3,338611,15,10,0,0,4,4,0,0,0,40,38,<=50K
17,3,225106,0,6,4,7,3,4,0,0,1602,18,38,<=50K
37,0,40955,15,10,4,7,3,4,1,0,0,40,23,<=50K
19,3,285750,11,9,4,5,2,4,1,0,0,30,38,<=50K
26,3,223464,15,10,2,0,0,4,1,0,0,40,38,<=50K
20,3,266467,11,9,4,7,3,4,1,0,0,25,38,<=50K
30,3,173647,15,10,0,13,1,4,1,0,0,40,38,<=50K
29,3,263831,9,13,4,0,3,4,0,0,0,40,38,<=50K
24,3,306779,8,11,4,3,3,4,1,0,0,35,38,<=50K
43,3,177905,11,9,2,5,0,4,1,3908,0,40,38,<=50K
36,6,147258,15,10,0,13,1,4,1,0,0,60,38,<=50K
43,1,143046,15,10,0,7,4,4,0,0,0,20,38,<=50K
19,3,175652,1,7,4,7,2,4,0,0,0,15,38,<=50K
29,3,181280,11,9,2,6,0,4,1,0,0,40,38,<=50K
39,3,89040,8,11,2,7,0,4,1,0,0,40,38,<=50K
32,3,207284,11,9,2,6,0,4,1,0,0,40,38,<=50K
30,3,30226,1,7,0,11,3,4,1,0,0,40,38,<=50K
28,3,185957,11,9,2,0,5,4,0,0,0,40,38,<=50K
32,3,383269,9,13,4,3,4,4,0,0,0,40,38,<=50K
58,5,163047,9,13,0,9,1,4,0,0,0,40,38,<=50K
26,3,57600,9,13,2,9,0,4,1,0,0,40,38,<=50K
19,3,97261,11,9,4,4,1,4,1,0,0,40,38,<=50K
49,3,129640,11,9,4,7,1,4,0,0,0,40,38,<=50K
25,3,206600,6,5,4,6,2,4,1,0,0,48,25,<=50K
23,3,211601,15,10,2,3,5,2,0,0,0,40,38,<=50K
41,3,119266,11,9,2,7,0,4,1,0,0,40,38,<=50K
58,3,256274,11,9,0,0,1,4,0,0,0,40,38,<=50K
32,6,104509,11,9,0,7,1,4,0,0,0,25,38,<=50K
31,6,93589,11,9,0,10,3,3,1,0,0,40,38,<=50K
25,3,219897,12,14,4,9,1,4,0,0,0,35,1,<=50K
57,3,109015,15,10,0,11,1,4,0,0,0,48,38,<=50K
23,3,407684,6,5,4,6,2,4,0,0,0,40,25,<=50K
23,3,227915,11,9,4,2,4,4,0,0,0,33,38,<=50K
26,3,135645,9,13,4,11,1,4,1,0,0,40,38,<=50K
44,5,274363,11,9,0,11,1,4,1,0,0,50,38,<=50K
37,3,67125,11,9,0,11,1,4,1,0,0,60,38,<=50K
30,5,33308,11,9,4,2,1,4,1,0,0,40,38,<=50K
33,6,174171,15,10,5,12,1,4,1,0,0,12,38,<=50K
22,3,88126,15,10,4,9,3,4,1,0,0,40,38,<=50K
19,3,280071,15,10,4,6,2,4,1,0,0,50,38,<=50K
40,5,548664,11,9,2,2,0,4,1,0,0,15,38,<=50K
26,3,200639,15,10,2,6,0,4,1,0,0,40,38,<=50K
24,3,86745,9,13,4,0,2,1,0,0,0,16,38,<=50K
34,3,263307,9,13,4,11,4,2,1,0,0,45,38,<=50K
65,3,315728,11,9,6,9,4,4,0,2329,0,75,38,<=50K
37,6,354929,7,12,0,10,1,2,1,0,0,38,38,<=50K
74,3,101590,14,15,6,0,1,2,0,0,0,20,38,<=50K
66,3,141085,11,9,6,8,1,4,0,0,0,8,38,<=50K
33,3,288398,9,13,0,0,1,4,0,0,0,45,38,<=50K
43,3,183096,15,10,5,11,4,4,0,0,0,10,38,<=50K
28,3,120135,8,11,4,11,1,4,0,0,0,40,38,<=50K
25,3,190650,9,13,4,9,3,1,1,0,0,40,35,<=50K
17,3,232713,0,6,4,2,1,4,1,594,0,30,38,<=50K
21,3,766115,0,6,2,5,0,4,1,0,0,35,38,<=50K
27,3,207418,9,13,4,9,1,4,0,0,0,50,38,<=50K
51,3,112310,15,10,0,3,4,4,0,0,0,40,38,<=50K
21,3,176486,11,9,3,3,2,4,0,0,0,60,38,<=50K
44,3,419134,11,9,0,0,4,2,0,0,0,40,38,<=50K
47,3,274883,11,9,2,13,0,4,1,0,0,40,38,<=50K
21,6,145651,15,10,4,11,3,2,0,0,1602,12,38,<=50K
21,3,109414,15,10,4,9,3,1,1,0,1974,40,38,<=50K
48,3,315423,4,3,2,13,0,4,1,0,0,40,38,<=50K
44,5,156687,11,9,2,4,0,1,1,0,0,42,23,<=50K
50,1,173224,12,14,2,9,5,4,0,0,0,40,38,<=50K
26,3,211596,11,9,0,2,1,4,1,0,0,40,38,<=50K
79,3,165209,11,9,2,9,0,4,1,0,0,40,38,<=50K
28,4,115705,15,10,4,3,1,4,1,0,0,50,38,<=50K
23,3,212619,11,9,2,6,0,4,1,0,0,50,38,<=50K
33,5,281030,11,9,2,4,0,4,1,0,0,94,38,<=50K
34,3,186824,11,9,2,5,0,4,1,0,0,70,38,<=50K
20,3,107242,11,9,4,6,1,2,1,0,0,40,38,<=50K
57,5,315460,14,15,2,9,0,4,1,0,0,36,38,<=50K
24,0,219519,15,10,4,0,3,2,0,0,0,40,38,<=50K
26,3,221626,9,13,2,9,5,4,0,0,0,40,38,<=50K
50,3,283676,15,10,0,2,1,4,1,0,0,40,38,<=50K
18,3,168740,1,7,4,5,3,4,1,0,0,30,38,<=50K
28,3,377869,15,10,2,11,5,4,0,4064,0,25,38,<=50K
23,3,53245,9,13,4,11,1,4,1,0,1602,12,38,<=50K
51,3,45599,11,9,0,9,1,4,1,0,0,40,38,<=50K
25,3,254746,9,13,2,9,5,4,0,0,0,40,38,<=50K
24,3,211968,15,10,4,11,1,4,0,0,0,24,38,<=50K
39,3,71701,11,9,0,9,4,4,0,0,0,40,38,<=50K
26,3,51961,2,8,4,11,2,2,1,0,0,51,38,<=50K
53,3,198824,9,13,4,3,4,4,0,0,0,40,38,<=50K
47,5,218676,12,14,2,3,0,4,1,0,0,45,38,<=50K
22,3,189924,15,10,4,7,1,4,0,0,0,50,38,<=50K
23,6,56402,15,10,2,9,0,4,1,0,0,30,38,<=50K
19,3,275889,1,7,4,5,3,4,1,0,0,40,25,<=50K
55,3,254627,11,9,2,7,0,4,1,0,0,40,38,<=50K
52,3,194259,5,4,2,3,5,4,0,0,0,50,38,<=50K
17,3,168203,5,4,4,4,2,3,1,0,0,40,25,<=50K
20,3,218178,11,9,4,5,1,4,1,0,0,40,38,<=50K
39,3,225504,12,14,4,9,1,4,1,0,0,40,38,<=50K
26,6,126327,7,12,4,0,4,2,0,0,0,40,38,<=50K
49,3,59380,15,10,3,0,1,4,0,0,0,40,38,<=50K
42,3,89073,11,9,2,9,0,4,1,0,0,48,38,<=50K
53,3,48413,11,9,2,2,0,4,1,0,0,40,38,<=50K
30,0,319280,15,10,4,2,1,4,1,0,0,40,38,<=50K
46,3,149161,15,10,2,3,0,1,1,0,0,60,38,<=50K
37,5,29814,11,9,4,4,4,4,1,0,0,50,38,<=50K
56,6,81954,11,9,0,0,1,4,0,0,0,40,38,<=50K
34,3,245378,9,13,2,3,0,4,1,0,0,45,38,<=50K
24,1,32950,9,13,4,9,1,4,1,0,0,35,38,<=50K
22,3,218886,2,8,4,5,3,0,1,0,0,40,38,<=50K
54,3,152652,11,9,2,13,0,4,1,0,0,65,38,<=50K
37,3,95855,11,9,0,10,4,4,0,0,0,40,38,<=50K
24,3,34506,11,9,4,6,4,4,0,0,0,40,38,<=50K
40,3,128700,15,10,0,0,4,4,0,0,0,40,38,<=50K
39,3,245361,9,13,0,3,1,4,0,0,0,25,38,<=50K
